Violation Type,Violation Section,Violation Description,tier,dv_subtype,classification_reason,row_count,event_count,rows_2018_2023,rows_2024,rows_2025
PC,166(A)(3),CONTEMPT OF COURT:BREACH OF PEACE (M),ambiguous_review,court_order_or_stalking,Relationship not identified; do not count as DV absent other qualifying charge on same event.,4,4,3.0,1.0,0.0
PC,166(A)(5),CONTEMPT OF COURT:RESIST COURT ORDER (M),ambiguous_review,court_order_or_stalking,Relationship not identified; do not count as DV absent other qualifying charge on same event.,4,4,3.0,0.0,1.0
PC,215(A),CARJACKING,ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,4,3,2.0,2.0,0.0
PC,21510(C),SELL/TRANSFER/GIVE/ETC SWITCHBLADE KNIFE (M),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,4,4,3.0,1.0,0.0
PC,243(D),BATTERY W/SER BODILY INJURY,ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,4,3,0.0,4.0,0.0
PC,261(A)(3),RAPE OF DRUGGED VIC (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,4,4,4.0,0.0,0.0
PC,26100(A),VEH DRIVER/OWNER OTHER CARRY/ETC FIREARM INTO VEHICLE (M),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,4,4,3.0,1.0,0.0
PC,288.7(A),SODOMY:VICTIM UNDER 10 YEARS OF AGE (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,4,4,3.0,0.0,1.0
PC,368(B)(1),ACTIONS LIKELY TO CAUSE HARM/DEATH OF ELDER /DEPENDENT ADULT,ambiguous_review,child_or_elder_abuse,"May occur within family, but charge alone does not identify relationship or intimate-partner violence.",4,4,0.0,4.0,0.0
PC,368(D),THEFT OF ELDER/DEPENDENT ADULT (EMBEZZLEMENT $950 OR LESS) (M),ambiguous_review,child_or_elder_abuse,"May occur within family, but charge alone does not identify relationship or intimate-partner violence.",4,4,4.0,0.0,0.0
PC,368(D)(2),THEFT OF ELDER/DEPENDENT ADULT (EMBEZZLEMENT $950 OR LESS) (M),ambiguous_review,child_or_elder_abuse,"May occur within family, but charge alone does not identify relationship or intimate-partner violence.",4,4,2.0,1.0,1.0
PC,422(A),THREATEN CRIME WITH INTENT TO TERRORIZE,ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,4,4,0.0,4.0,0.0
PC,166(A)(1),CONTEMPT OF COURT:DISORD BEHAVIOR,ambiguous_review,court_order_or_stalking,Relationship not identified; do not count as DV absent other qualifying charge on same event.,3,3,0.0,3.0,0.0
PC,166(D)(1),VIOLATE PROTECTIVE ORDER:W/FIREARM (F),ambiguous_review,court_order_or_stalking,Relationship not identified; do not count as DV absent other qualifying charge on same event.,3,3,2.0,1.0,0.0
PC,18720,MAKE DESTRUCTIVE DEVICE W/O PERMIT (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,3,2.0,1.0,0.0
PC,187A,MURDER (PRE-2007 CASES),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,3,3.0,0.0,0.0
PC,207(A),KIDNAPPING,ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,2,1.0,2.0,0.0
PC,20710,MANUFACTURE/SALE/POSSESS/ETC SHOBI-ZUE (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,3,3.0,0.0,0.0
PC,220(B),ASSAULT W/INTENT TO COMMIT RAPE/OTH SEX ACTS DURING RES 459 (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,3,3.0,0.0,0.0
PC,236,FALSE IMPRISONMENT,ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,3,0.0,3.0,0.0
PC,243(C)(2),BATTERY AGAINST POLICE OFFICER WITH MINOR INJURY,ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,3,0.0,3.0,0.0
PC,243.15,BATTERY ON NON-INMATE BY INMATE (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,3,3.0,0.0,0.0
PC,243.3,BATTERY W/INJURY ON TRANSPORTATION PERSONNEL/PASSENGER (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,3,1.0,2.0,0.0
PC,243.4(B),SEXUAL BATTERY ON MED INSTITUTIONALIZED PERS (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,3,3.0,0.0,0.0
PC,243.9A,BATTERY BY GASSING OF PO/DETENTION/INVEST/PROSECUTION EMP,ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,3,0.0,3.0,0.0
PC,245A1,ASSAULT W/DEADLY WEAPON OTHER THAN FIREARM OR GBI FORCE,ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,3,3.0,0.0,0.0
PC,245A2,ADW:ASSAULT WITH FIREARM ON PERS,ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,3,0.0,3.0,0.0
PC,261.5(A),UNLAWFUL SEXUAL INTERCOURSE W/MINOR 18 (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,3,2.0,0.0,1.0
PC,286(C)(2)(A),SODOMY BY FORCE/VIOLENT/FEAR (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,3,3.0,0.0,0.0
PC,368(D),THEFT OF ELDER/DEPENDENT ADULT (EMBEZZLEMENT OVER $950) (F),ambiguous_review,child_or_elder_abuse,"May occur within family, but charge alone does not identify relationship or intimate-partner violence.",3,3,3.0,0.0,0.0
PC,422.6A,VIOLATE CIVIL RIGHTS: CAUSE SERIOUS INJURY (M),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,3,2.0,1.0,0.0
PC,422.7(B),VIOLATE CIVIL RIGHTS:CAUSE PROP DAMAGE (FELONY) (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,3,3.0,0.0,0.0
PC,653M(A),ANNOYING PHONE CALL OBSCENE - NON-THREATENING (M),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,3,3,1.0,2.0,0.0
PC,18715(A),RECKLESSLY POSS EXPLOSIVE/DESTRUCTIVE DEVICE IN PUBLIC (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,1.0,0.0,1.0
PC,18740,USE/ETC EXPLOSIVE/ETC DEVICE WITH INTENT TO DESTROY PROPERTY (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,2.0,0.0,0.0
PC,187A,MURDER - DEGREE NOT SPECIFIED,ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,1,2.0,0.0,0.0
PC,192C1,VEH MANSLAUGHTER W/GROSS NEGLIGENCE (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,1.0,1.0,0.0
PC,209(B)(1),KIDNAP TO COMMIT ROBBERY/RAPE/289)C/ETC,ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,2.0,0.0,0.0
PC,209.5(A),KIDNAPPING DURING COMMISSION OF CARJACKING,ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,1,0.0,2.0,0.0
PC,220(A),ASSAULT W/INTENT TO COMMIT RAPE/ETC (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,1.0,1.0,0.0
PC,220(A)(1),ASSAULT W/INTENT TO COMMIT RAPE/ETC (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,0.0,2.0,0.0
PC,236,FALSE IMPRISON W/VIOL/MENACE/FRAUD/DECEIT,ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,0.0,2.0,0.0
PC,243(C)(1),BATTERY AGAINST EMERGENCY PERSON SERIOUS INJURY,ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,0.0,2.0,0.0
PC,243.4(D)(1),SEXUAL BATTERY OF RESTRAINED OR INCAPACITATED PERSON (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,2.0,0.0,0.0
PC,243.9(A),BATTERY BY GASSING OF PO/DETENTION/INVEST/PROSECUTION EMP,ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,0.0,2.0,0.0
PC,245(D)(2),ADW:ASSAULT:SEMIAUTO:PEACE OFCR/FIREFIGHTER (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,2.0,0.0,0.0
PC,261.5(B),UNLAWFUL SEXUAL INTERCOURSE W/MINOR:3 YRS OLDER OR YOUNGER (M),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,1.0,1.0,0.0
PC,26100(B),VEH DRIVER/OWNER PERMIT DISCHARGE OF FIREARM FROM VEHICLE (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,2.0,0.0,0.0
PC,26100(C),DISCHARGE FIREARM FROM VEHICLE AT PERSON (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,1.0,1.0,0.0
PC,269(A)(1),AGG SEXUAL ASSAULT: RAPE: CHILD UNDER 14 (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,2.0,0.0,0.0
PC,273A(A),WILLFUL CRUELTY TO CHILD:WITH MINOR INJURY,ambiguous_review,child_or_elder_abuse,"May occur within family, but charge alone does not identify relationship or intimate-partner violence.",2,2,0.0,2.0,0.0
PC,273A(B),WILLFUL CRUELTY TO CHILD WITHOUT GBI,ambiguous_review,child_or_elder_abuse,"May occur within family, but charge alone does not identify relationship or intimate-partner violence.",2,2,2.0,0.0,0.0
PC,287(B)(2),ORAL COPULATION W/ PERSON UNDER 16 YEARS (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,2.0,0.0,0.0
PC,287(C)(1),ORAL COPULATION WITH PERSON UNDER 14 YRS/ETC (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,2.0,0.0,0.0
PC,288(C)(1),LEWD & LASCIVIOUS ACT W/CHILD 14/15:DEFENDANT 10 YRS OLDER,ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,1,0.0,2.0,0.0
PC,288.2(A)(1),HARMFUL MATTER OF MNR SENT W/SEXUAL INTENT OF A KNOWN MINOR (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,1.0,0.0,1.0
PC,288.2(A)(2),HARMFUL MATTER SENT/ETC W/INTENT TO SEDUCE MINOR (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,1.0,1.0,0.0
PC,288.4(A)(1),ARRANGE A MEETING WITH MINOR (M),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,1.0,1.0,0.0
PC,289D,SEX PENETRATION:VICTIM UNAWARE ACT OCCURRED (F),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,1.0,1.0,0.0
PC,368(D)(2),THEFT OF ELDER/DEPENDENT ADULT (LARCENY $950 OR LESS) (M),ambiguous_review,child_or_elder_abuse,"May occur within family, but charge alone does not identify relationship or intimate-partner violence.",2,2,1.0,1.0,0.0
PC,368C,ABUSE/CRUELTY TO ELDERLY/DEPENDENT ADULT,ambiguous_review,child_or_elder_abuse,"May occur within family, but charge alone does not identify relationship or intimate-partner violence.",2,2,2.0,0.0,0.0
PC,422.6A,VIOLATE CIVIL RIGHTS: CAUSE MINOR INJURY (M),ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,2.0,0.0,0.0
PC,591.5,DAMAGE/DESTROY ANY WIRELESS COMMUNICATION DEVICE,ambiguous_review,potential_interpersonal_offense,General offense may involve DV but does not identify relationship. Exclude from DV count without qualifying co-charge.,2,2,0.0,2.0,0.0
